District,Building name,Last date of residence of the case(s),Related probable/confirmed cases
Tsuen Wan,Belvedere Garden Phase 1 Podium (non-residential),08/12/2020,7351
Tai Po,Block B Plover Cove Garden (non-residential),08/12/2020,7352
Sha Tin,MTR Tai Wai Station (non-residential),08/12/2020,7352
Central & Western,12 Rock Hill Street Man Wah Restaurant (non-residential),08/12/2020,7359
Central & Western,G/F Belcher Court (non-residential),08/12/2020,7359
Kwai Tsing,180 Tai Lin Pai Road (non-residential),08/12/2020,7368
Kwun Tong,Kwun Tong Industrial Centre Phase 1 雲南啊老表黑山羊湯鍋米綫 (non-residential),08/12/2020,7403
Kowloon City,108 Argyle Street (non-residential),08/12/2020,7410
Wong Tai Sin,Rhythm Garden Fairwood (non-residential),08/12/2020,7410
Sham Shui Po,25 Un Chau Street 金豪粉麵飯茶餐廳 (non-residential),08/12/2020,7420
Sham Shui Po,Buddhist Tai Hung College (non-residential),08/12/2020,7421
Eastern,AIA Tower (non-residential),08/12/2020,7431
Kwun Tong,Domain Hak Ka Hut (non-residential),08/12/2020,7440
Kowloon City,"Gourmet Place, The Whampoa Tai Hing (non-residential)",08/12/2020,7503
Kwun Tong,"Tin Kei House, Shun Tin Estate (non-residential)",08/12/2020,7671
Sha Tin,Union Hospital (non-residential),08/12/2020,"5672, 5730, 5844, 6196, 6357, 6480, 7227"
Wong Tai Sin,60 Lung Chi Path 新志興至尊燒鵝大王 (non-residential),08/12/2020,"5849, 6735, 7084, 7196"
Sha Tin,Lee On Shopping Centre Café de Coral (non-residential),08/12/2020,"6548, 7186"
Yau Tsim Mong,113 Sai Yee Street Tea Master (non-residential),08/12/2020,"6581, 7458"
Tsuen Wan,Panda Hotel (non-residential),08/12/2020,"7006, 7291"
Kwun Tong,Po Tat Shopping Centre (non-residential),08/12/2020,"7204, 7324"
Eastern,G/F Wan Poon House (non-residential),09/12/2020,7202
Central & Western,596 Queen's Road West Ka Hing Restaurant (non-residential),09/12/2020,7248
Central & Western,The Westwood (non-residential),09/12/2020,7248
Tsuen Wan,DAN6 (non-residential),09/12/2020,7291
Kwai Tsing,Mai Wah Industrial Building (non-residential),09/12/2020,7291
Wan Chai,COFCO Tower (non-residential),09/12/2020,7310
Central & Western,29 Queen's Road Central (non-residential),09/12/2020,7325
Central & Western,136-142 Belcher's Street 可可店 (non-residential),09/12/2020,7359
Kwun Tong,Camel Paint Building Block 3 Call Me Chef (non-residential),09/12/2020,7403
Kowloon City,The Open University of Hong Kong Main Campus (non-residential),09/12/2020,7418
Yau Tsim Mong,South Seas Centre (non-residential),09/12/2020,7419
Kwai Tsing,Kwai Fong Plaza Hakka Cuisine (non-residential),09/12/2020,7422
Kwun Tong,International Trade Tower Tapa Room (non-residential),09/12/2020,7500
Kwun Tong,United Overseas Plaza (non-residential),09/12/2020,7500
Kowloon City,The Harbourfront Tower 1 (non-residential),09/12/2020,7503
Wong Tai Sin,Kam Pik House Choi Hung Estate (non-residential),09/12/2020,7569
Kwun Tong,The construction sites of Tseung Kwan O – Lam Tin Tunnel (non-residential),09/12/2020,"7139, 7228, 7229, 7230, 7231, 7250, 7254, 7255, 7353, 7542, 7588, 7667, 7682, 7738"
Yau Tsim Mong,Peace Mansion (non-residential),10/12/2020,7341
Central & Western,110-112 Belcher's Street 佳記餐廳 (non-residential),10/12/2020,7359
Wong Tai Sin,Temple Mall North (non-residential),10/12/2020,7387
Wong Tai Sin,G/F 30 Shung Wah Street (non-residential),10/12/2020,7405
Kwai Tsing,Kwai Foon House Kwai Fong Estate (non-residential),10/12/2020,7418
North,17-19 Wo Fung Street (non-residential),10/12/2020,7440
Kwun Tong,Lam Tin Community Complex (non-residential),10/12/2020,7473
Yau Tsim Mong,"Hyatt Regency Hong Kong, Tsim Sha Tsui (non-residential)",10/12/2020,7477
Yau Tsim Mong,"Hyatt Regency Hong Kong, Tsim Sha Tsui Café (non-residential)",10/12/2020,7477
Central & Western,88-90 Wellington Street BEP Vietnamese Kitchen (non-residential),10/12/2020,7494
Central & Western,Silver Fortune Plaza (non-residential),10/12/2020,7494
Tuen Mun,"G/F, Greenland Garden (non-residential)",10/12/2020,7507
Tai Po,Tai Wo Plaza (non-residential),10/12/2020,7537
Central & Western,Hua Qin International Building (non-residential),10/12/2020,7607
Kwun Tong,183 Hip Wo Street (non-residential),10/12/2020,7671
Kowloon City,"Ground Floor, Metropark Hotel Kowloon (non-residential)",10/12/2020,7703
Tai Po,Tai Po Hui Market (non-residential),10/12/2020,"6042, 6458, 7155, 7297"
Tsuen Wan,Yeung Uk Roard Market (non-residential),10/12/2020,"6683, 7060, 7208, 7460, 7655"
Kwun Tong,Tak Tin Plaza Jin Hui Restaurant (non-residential),10/12/2020,"7395, 7473"
Wong Tai Sin,G/F Kai Tak Garden Phase 2 (non-residential),11/12/2020,7405
Tsuen Wan,Tsuen Wan Slaughterhouse (non-residential),11/12/2020,7442
Tuen Mun,Tuen Mun Siu Lun Complex (non-residential),11/12/2020,7507
Tai Po,Tai Wo Estate On Wo House (non-residential),11/12/2020,7537
Wong Tai Sin,1 Fu Chi Path (non-residential),11/12/2020,7569
Sha Tin,Wo Che Plaza Gusto (non-residential),11/12/2020,7583
Kowloon City,G/F 33 Ma Tau Kok Road (non-residential),11/12/2020,7586
Kwun Tong,Haven of Hope Sau Mau Ping Day Activity Centre cum Hostel (non-residential),11/12/2020,7593
Kwun Tong,Lei Yue Mun Plaza (non-residential),11/12/2020,7594
Central & Western,One IFC (non-residential),11/12/2020,7607
Central & Western,Sheung Wan Market and Cooked Food Centre (non-residential),11/12/2020,7607
Central & Western,Three Exchange Square (non-residential),11/12/2020,7607
Kwun Tong,Yue Man Centre Wealth Banquet (non-residential),11/12/2020,7635
Wong Tai Sin,Tai Shing Street Market (non-residential),11/12/2020,"6866, 6915, 7190, 7586"
Wong Tai Sin,Ngau Chi Wan Market (non-residential),11/12/2020,"6882, 7113, 7569"
Kwun Tong,On Tat Shopping Centre (non-residential),11/12/2020,"7246, 7548"
Sha Tin,Shek Mun Shopping Centre (non-residential),12/12/2020,7505
Tuen Mun,Greenland Garden 美味千餐廳 (non-residential),12/12/2020,7507
Sha Tin,Heng On Commercial Centre (non-residential),12/12/2020,7525
Kwun Tong,Domain Peace Cuisine (non-residential),12/12/2020,7579
Wong Tai Sin,Conrad Care Home (San Po Kong) (non-residential),12/12/2020,7584
Kowloon City,To Kwa Wan Market and Government Offices (non-residential),12/12/2020,7588
Wan Chai,St. Paul's Primary Catholic School (non-residential),12/12/2020,7603
Central & Western,Jardine House (non-residential),12/12/2020,7607
Wan Chai,Lee Garden One (non-residential),12/12/2020,7620
Kwun Tong,Sau Mau Ping Shopping Centre Winsor (non-residential),12/12/2020,7635
Kwun Tong,"Wing Tong House, Yau Tong Estate (non-residential)",12/12/2020,7771
Kwun Tong,Kai Tin Shopping Centre (non-residential),12/12/2020,"5897, 6570, 6735, 6988, 7478, 7539"
Islands,Hong Kong-Zhuhai-Macao Bridge Hong Kong Port Passenger Clearance Building (non-residential),12/12/2020,"7192, 7488, 7506"
Kwai Tsing,Kwai Hing Commercial Centre (non-residential),13/12/2020,7589
Kwun Tong,Shui Wo Street Municipal Services Building (non-residential),13/12/2020,"6977, 7090, 7546, 7639"
Kwun Tong,Lei Yue Mun Plaza Star Seafood Restaurant (non-residential),13/12/2020,"7579, 7594"
Tai Po,"Unit 1C Fung Nin Building, 28-32 Tai Wing Lane (non-residential)",13/12/2020,"7605, 7694, 7697"
Wong Tai Sin,"G/F, Kam Pik House, Choi Hung Estate (non-residential)",14/12/2020,7688
Wong Tai Sin,Ngau Chi Wan Municipal Services Building (non-residential),15/12/2020,"7688, 7771"
